Sector Description,Registration Status,Municipality,Average Wage Men,Average Wage Women
Ndertimtaria,Ndërmarrje shoq.,PRISHTINË,361.9,361.9
Informimi dhe komunikimi,SH.P.K.,GLLOGOC,500.59,383.33
Aktivitetet financiare dhe te sigurimit,Individual,FUSHË KOSOVË,182.89,278.29
Mungon aktiviteti,OJQ,ISTOG,235.4,480.0
Ndertimtaria,Individual,KAMENICË,200.42,199.79
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,FERIZAJ,329.94,358.84
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,LIPJAN,293.57,200.0
Industria nxjerrese,Ortakëria e përgj.,SHTIME,356.0,466.67
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,GJAKOVË,185.0,170.0
Sherbimet administrative dhe mbeshtetese,Individual,GRAÇANICË,270.94,200.0
Arsimi,Individual,PARTESH,130.0,170.0
Aktivitetet e tjera sherbyese,Organizata Buxhetore,FUSHË KOSOVË,345.45,332.81
Aktivitetet financiare dhe te sigurimit,SH.P.K.,PRIZREN,468.36,539.45
Arsimi,SH.P.K.,RAHOVEC,194.8,198.67
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,FUSHË KOSOVË,644.32,400.77
Aktivitetet e trupave dhe organizatave nderkombetare,OJQ,GJAKOVË,608.11,551.67
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SHTËRPCË,349.83,288.0
Ndertimtaria,SH.P.K.,HANI I ELEZIT,376.93,426.47
"Artet, Argetimi dhe rekreacioni",SH.P.K.,FUSHË KOSOVË,330.4,216.97
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,FERIZAJ,349.14,501.54
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,SKENDERAJ,212.21,200.0
Aktivitetet e tjera sherbyese,SH.P.K.,GLLOGOC,30.0,190.0
Aktivitetet e tjera sherbyese, Bashkësi Fetare,DEÇAN,186.67,120.0
Sherbimet administrative dhe mbeshtetese,Ortakëria e përgj.,PRISHTINË,442.13,257.16
Aktivitetet e tjera sherbyese, Bashkësi Fetare,FERIZAJ,757.02,250.0
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PODUJEVË,235.71,200.0
Mungon aktiviteti, Bashkësi Fetare,GJILAN,423.97,147.67
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,KAMENICË,822.51,545.0
Akomodimi dhe sherbimi ushqimor,Kompani e huaj,PRISHTINË,558.27,443.79
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,VITI,361.91,265.97
Bujqesia;Pylltaria dhe Peshkimi,Individual,KAMENICË,159.6,178.57
Sherbimet administrative dhe mbeshtetese,SH.P.K.,VUSHTRRI,370.21,386.76
Aktivitetet e tjera sherbyese,OJQ,KAÇANIK,550.0,290.25
Aktivitetet financiare dhe te sigurimit,SH.P.K.,SUHAREKË,573.02,342.59
"Artet, Argetimi dhe rekreacioni",SH.P.K.,GRAÇANICË,361.18,466.66
"Artet, Argetimi dhe rekreacioni",SH.P.K.,PEJË,298.42,265.45
Industria perpunuese,Individual,HANI I ELEZIT,207.5,217.5
Bujqesia;Pylltaria dhe Peshkimi,Individual,LEPOSAVIQ,195.0,200.0
Aktivitetet e tjera sherbyese,SH.P.K.,FUSHË KOSOVË,255.85,243.91
Bujqesia;Pylltaria dhe Peshkimi,Individual,GLLOGOC,224.44,182.0
Aktivitetet e tjera sherbyese,SH.P.K.,SUHAREKË,301.58,228.5
Akomodimi dhe sherbimi ushqimor,Ortakëria e përgj.,PRISHTINË,303.5,276.57
Industria perpunuese,Individual,KAÇANIK,210.83,206.67
Ndertimtaria,Individual,KAMENICË,195.0,186.43
Aktivitetet financiare dhe te sigurimit,SH.P.K.,KLINË,402.94,182.89
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,KAÇANIK,184.0,170.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,SKENDERAJ,279.89,238.43
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,MALISHEVË,385.88,232.62
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,MITROVICË VERIORE,234.19,361.77
Akomodimi dhe sherbimi ushqimor,SH.P.K.,PEJË,265.41,266.04
Bujqesia;Pylltaria dhe Peshkimi,Individual,FERIZAJ,216.18,233.17
Sherbimet administrative dhe mbeshtetese,SH.P.K.,MITROVICË,367.01,229.44
Aktivitetet e tjera sherbyese, Bashkësi Fetare,PODUJEVË,531.43,63.75
Transporti dhe magazinimi,SH.P.K.,MITROVICË,325.09,352.69
Informimi dhe komunikimi,Kompani e huaj,PRIZREN,672.05,250.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Organizata Buxhetore,PRISHTINË,198.12,244.69
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PEJË,441.45,451.43
Sherbimet administrative dhe mbeshtetese,Ortakëria e përgj.,PRIZREN,200.0,200.0
Aktivitetet financiare dhe te sigurimit,OJQ,GJAKOVË,551.48,448.25
Aktivitetet financiare dhe te sigurimit,Individual,GJILAN,326.87,400.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,FERIZAJ,563.13,300.65
Ndertimtaria,SH.P.K.,DEÇAN,459.83,401.75
Transporti dhe magazinimi,SH.P.K.,SKENDERAJ,265.59,250.0
Transporti dhe magazinimi,SH.P.K.,GRAÇANICË,399.98,257.9
Mungon aktiviteti,OJQ,PEJË,358.21,303.44
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Shoqëri akcionare,FUSHË KOSOVË,696.97,562.72
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,GJILAN,213.76,190.07
Bujqesia;Pylltaria dhe Peshkimi,Individual,SHTIME,323.89,181.02
Akomodimi dhe sherbimi ushqimor,SH.P.K.,LIPJAN,356.05,370.02
"Aktivitetet profesionale, shkencore dhe teknike",Ndërmarrje shoq.,PRISHTINË,523.81,428.57
Akomodimi dhe sherbimi ushqimor,SH.P.K.,RAHOVEC,260.51,263.11
Bujqesia;Pylltaria dhe Peshkimi,Individual,GJILAN,271.54,194.44
Aktivitetet e shendetit te njeriut dhe te punes sociale,OJQ,GJAKOVË,338.1,565.08
Aktivitetet e patundshmerise,SH.P.K.,PEJË,704.35,270.35
"Artet, Argetimi dhe rekreacioni",SH.P.K.,PEJË,452.7,264.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,KAÇANIK,278.33,220.62
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,MITROVICË,343.84,222.18
Informimi dhe komunikimi,Individual,DEÇAN,354.0,178.33
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KAÇANIK,450.0,234.0
Aktivitetet e tjera sherbyese, Odat,PRISHTINË,497.18,552.51
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Shoqëri akcionare,FUSHË KOSOVË,285.84,328.15
Mungon aktiviteti,OJQ,MITROVICË VERIORE,446.56,502.88
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,ISTOG,361.11,334.44
Akomodimi dhe sherbimi ushqimor,SH.P.K.,KAÇANIK,195.95,220.45
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GJILAN,334.69,248.19
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,FUSHË KOSOVË,207.69,240.0
Industria nxjerrese,SH.P.K.,PEJË,311.03,252.78
Mungon aktiviteti,OJQ,KLINË,443.39,444.13
Akomodimi dhe sherbimi ushqimor,Individual,KAÇANIK,203.01,188.64
"Artet, Argetimi dhe rekreacioni",SH.P.K.,FUSHË KOSOVË,293.65,281.32
Mungon aktiviteti,Organizata Buxhetore,GJILAN,221.56,227.5
Transporti dhe magazinimi,Shoqëri akcionare,FUSHË KOSOVË,571.1,568.81
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,DRAGASH,213.33,197.5
Arsimi,Individual,FUSHË KOSOVË,290.63,269.45
Ndertimtaria,Individual,PRISHTINË,277.63,256.9
Industria nxjerrese,Individual,MITROVICË,271.0,180.0
"Artet, Argetimi dhe rekreacioni",Ortakëria e përgj.,MITROVICË,170.0,170.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,VUSHTRRI,215.31,226.43
Akomodimi dhe sherbimi ushqimor,SH.P.K.,NOVOBËRDË,172.0,191.05
Mungon aktiviteti,OJQ,RAHOVEC,404.62,263.92
Aktivitetet e tjera sherbyese,OJQ,GRAÇANICË,344.95,271.86
"Artet, Argetimi dhe rekreacioni",Individual,FERIZAJ,170.0,196.67
Aktivitetet financiare dhe te sigurimit,Individual,PEJË,190.0,285.43
"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,MITROVICË,294.56,299.94
Bujqesia;Pylltaria dhe Peshkimi,Kooperativa Bujq.,PRISHTINË,700.0,170.0
Bujqesia;Pylltaria dhe Peshkimi,Individual,LIPJAN,216.66,178.75
"Aktivitetet profesionale, shkencore dhe teknike",Individual,KAMENICË,257.4,250.0
Mungon aktiviteti,OJQ,SUHAREKË,641.44,225.45
Ndertimtaria,Individual,KAMENICË,214.0,203.52
Industria nxjerrese,SH.P.K.,DEÇAN,283.19,189.08
Akomodimi dhe sherbimi ushqimor,Individual,KAMENICË,262.87,227.66
Transporti dhe magazinimi,SH.P.K.,RAHOVEC,383.31,427.06
Akomodimi dhe sherbimi ushqimor,SH.P.K.,FERIZAJ,234.25,235.11
Sherbimet administrative dhe mbeshtetese,Individual,RAHOVEC,170.0,177.5
Informimi dhe komunikimi,SH.P.K.,DEÇAN,352.08,291.64
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SUHAREKË,430.72,355.12
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,GLLOGOC,305.12,302.19
Industria nxjerrese,SH.P.K.,KLINË,575.39,446.14
Akomodimi dhe sherbimi ushqimor,Individual,PODUJEVË,187.01,195.69
Mungon aktiviteti,Organizata Buxhetore,PRIZREN,491.96,251.31
Person Fizik,Person fizik,OBILIQ,456.8,371.89
Industria nxjerrese,Individual,OBILIQ,316.67,350.0
Akomodimi dhe sherbimi ushqimor,Individual,VUSHTRRI,197.78,205.5
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KAMENICË,227.78,197.4
Transporti dhe magazinimi,Individual,PODUJEVË,238.8,248.83
Informimi dhe komunikimi,Individual,PODUJEVË,100.0,246.1
Transporti dhe magazinimi,Shoqëri akcionare,GJILAN,443.25,434.5
Sherbimet administrative dhe mbeshtetese,SH.P.K.,KAÇANIK,211.5,210.0
Informimi dhe komunikimi,SH.P.K.,OBILIQ,365.82,302.85
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,KLINË,230.0,232.41
Industria perpunuese,Individual,PARTESH,186.67,211.33
Aktivitetet e tjera sherbyese, Sindikatat,PRISHTINË,147.13,120.35
Aktivitetet e tjera sherbyese,OJQ,VUSHTRRI,608.87,508.62
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,HANI I ELEZIT,338.56,201.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MAMUSHË,206.81,237.78
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,MITROVICË,295.18,272.49
Aktivitetet e tjera sherbyese,OJQ,LEPOSAVIQ,529.16,237.22
Ndertimtaria,SH.P.K.,GLLOGOC,360.93,278.87
Mungon aktiviteti,Projekt,PRISHTINË,200.0,270.94
Informimi dhe komunikimi,Individual,DRAGASH,218.18,266.67
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,MALISHEVË,348.82,369.23
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ZUBIN POTOK,209.98,270.85
Transporti dhe magazinimi,Shoqëri akcionare,FERIZAJ,323.95,364.19
Arsimi,SH.P.K.,SKENDERAJ,131.74,150.0
Ndertimtaria,Individual,GJILAN,333.25,438.36
Transporti dhe magazinimi,Shoqëri akcionare,ISTOG,225.0,112.5
Akomodimi dhe sherbimi ushqimor,Individual,PODUJEVË,195.94,238.34
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PODUJEVË,531.53,363.6
Ndertimtaria,Individual,ZUBIN POTOK,270.91,192.5
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,GRAÇANICË,500.35,500.35
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SKENDERAJ,285.25,279.89
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,RAHOVEC,240.0,203.54
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KLINË,483.56,373.66
Akomodimi dhe sherbimi ushqimor,Individual,MITROVICË,195.22,192.92
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,DRAGASH,165.0,185.0
Industria nxjerrese,SH.P.K.,MALISHEVË,237.83,310.0
Aktivitetet e tjera sherbyese,SH.P.K.,SUHAREKË,332.11,288.44
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,PEJË,348.16,257.22
Aktivitetet e tjera sherbyese,SH.P.K.,PRIZREN,200.0,177.5
Ndertimtaria,SH.P.K.,SHTËRPCË,289.86,170.0
Transporti dhe magazinimi,SH.P.K.,VITI,255.98,170.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,ISTOG,217.48,253.33
Mungon aktiviteti,OJQ,MITROVICË VERIORE,534.04,364.76
Transporti dhe magazinimi,SH.P.K.,LIPJAN,427.36,372.53
Akomodimi dhe sherbimi ushqimor,Individual,JUNIK,212.22,200.0
Industria perpunuese,Individual,SHTIME,230.48,206.66
"Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar",Individual,SUHAREKË,193.63,193.86
Industria perpunuese,Individual,KAÇANIK,261.05,216.63
Arsimi,SH.P.K.,DEÇAN,220.0,265.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,LIPJAN,261.46,212.01
Aktivitetet e tjera sherbyese,Individual,SUHAREKË,222.51,271.62
"Artet, Argetimi dhe rekreacioni",Shoqëri akcionare,PRISHTINË,370.46,116.13
"Artet, Argetimi dhe rekreacioni",SH.P.K.,FUSHË KOSOVË,302.3,243.49
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,KLINË,498.8,367.29
Arsimi,Individual,FERIZAJ,159.44,174.85
Sherbimet administrative dhe mbeshtetese,SH.P.K.,SHTIME,198.0,205.0
Industria nxjerrese,SH.P.K.,FERIZAJ,364.13,227.23
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,SH.P.K.,GJAKOVË,220.07,170.0
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,PRIZREN,461.77,472.82
Industria perpunuese,SH.P.K.,KAMENICË,361.56,240.0
Akomodimi dhe sherbimi ushqimor,Individual,RAHOVEC,209.78,226.42
"Artet, Argetimi dhe rekreacioni",Individual,GJILAN,185.0,223.33
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem, Odat,PRISHTINË,140.43,120.32
Industria perpunuese,SH.P.K.,KLLOKOT,462.13,329.05
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,RAHOVEC,332.86,332.35
Arsimi,Individual,ISTOG,165.0,227.0
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GRAÇANICË,275.0,449.59
Aktivitetet e shendetit te njeriut dhe te punes sociale,Organizata Buxhetore,PRIZREN,113.45,175.44
Industria nxjerrese,SH.P.K.,HANI I ELEZIT,467.36,363.22
Aktivitetet e tjera sherbyese,OJQ,OBILIQ,202.5,635.52
"Aktivitetet profesionale, shkencore dhe teknike",Shoqëri akcionare,PRISHTINË,594.9,509.86
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,MAMUSHË,270.52,284.29
Bujqesia;Pylltaria dhe Peshkimi,Ndërmarrje shoq.,PRIZREN,314.29,314.29
Industria nxjerrese,SH.P.K.,SKENDERAJ,609.91,400.18
Sherbimet administrative dhe mbeshtetese,Individual,VUSHTRRI,193.25,194.43
Arsimi,Individual,KAÇANIK,156.15,223.0
Informimi dhe komunikimi,Individual,MITROVICË,384.06,313.69
Industria nxjerrese,SH.P.K.,PRIZREN,395.13,303.72
"Aktivitetet profesionale, shkencore dhe teknike",Individual,DEÇAN,297.01,304.0
Aktivitetet e tjera sherbyese,OJQ,GJILAN,167.38,205.34
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,MALISHEVË,191.67,189.09
"Aktivitetet profesionale, shkencore dhe teknike",Individual,NOVOBËRDË,80.0,310.12
"Aktivitetet profesionale, shkencore dhe teknike",Individual,SHTIME,224.0,254.47
Bujqesia;Pylltaria dhe Peshkimi,Shoqëri akcionare,PRISHTINË,408.54,414.53
Informimi dhe komunikimi,Individual,ISTOG,280.52,289.08
Person Fizik,Person fizik,DRAGASH,156.36,170.0
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,ZVEÇAN,170.0,275.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Ortakëria e përgj.,PRISHTINË,342.99,375.37
Industria nxjerrese,SH.P.K.,RAHOVEC,309.21,290.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,PARTESH,231.6,270.94
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,PEJË,523.97,513.24
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,DEÇAN,434.39,259.05
Aktivitetet e shendetit te njeriut dhe te punes sociale,Organizata Buxhetore,PRISHTINË,451.0,373.33
Transporti dhe magazinimi,Individual,SUHAREKË,217.31,213.05
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Organizata Buxhetore,DEÇAN,652.25,413.64
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,KLINË,234.18,231.75
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,VITI,195.14,207.9
Transporti dhe magazinimi,Individual,JUNIK,170.0,170.0
Mungon aktiviteti,OJQ,MITROVICË,456.59,415.36
Ndertimtaria,SH.P.K.,LIPJAN,426.08,384.24
Person Fizik,Person fizik,OBILIQ,431.11,342.34
Aktivitetet e tjera sherbyese,Individual,SHTIME,198.57,181.25
Ndertimtaria,SH.P.K.,GRAÇANICË,691.18,440.68
Industria perpunuese,SH.P.K.,VUSHTRRI,320.46,271.68
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,SUHAREKË,663.63,396.87
Aktivitetet e tjera sherbyese,OJQ,GRAÇANICË,334.34,265.27
"Artet, Argetimi dhe rekreacioni",Individual,FERIZAJ,170.0,170.0
Aktivitetet financiare dhe te sigurimit,SH.P.K.,SUHAREKË,439.61,278.88
"Artet, Argetimi dhe rekreacioni",Individual,FERIZAJ,170.0,170.0
Transporti dhe magazinimi,SH.P.K.,PRIZREN,329.2,259.29
Informimi dhe komunikimi,Individual,SKENDERAJ,235.25,235.56
Sherbimet administrative dhe mbeshtetese,Individual,SUHAREKË,230.41,220.0
Ndertimtaria,Individual,GJILAN,279.39,222.3
Arsimi,Ortakëria e përgj.,VUSHTRRI,120.0,170.0
Aktivitetet e tjera sherbyese, Bashkësi Fetare,PEJË,469.37,260.0
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,PODUJEVË,254.62,188.7
Industria nxjerrese,Ndërmarrje nën menaxhim të AKP-së,GJAKOVË,270.94,344.35
Arsimi,Individual,SKENDERAJ,130.0,212.16
Aktivitetet financiare dhe te sigurimit,SH.P.K.,GJILAN,165.0,140.0
Transporti dhe magazinimi,Individual,LIPJAN,248.94,245.63
Bujqesia;Pylltaria dhe Peshkimi,Individual,GJILAN,264.29,152.5
Bujqesia;Pylltaria dhe Peshkimi,Ortakëria e përgj.,VITI,314.29,350.0
Industria perpunuese,Individual,PARTESH,192.0,188.0
Informimi dhe komunikimi,Individual,MITROVICË,369.85,218.39
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Kompani e huaj,SUHAREKË,300.0,300.0
Akomodimi dhe sherbimi ushqimor,SH.P.K.,PODUJEVË,249.01,336.45
Transporti dhe magazinimi,Ndërmarrje pub.,PRISHTINË,535.57,460.96
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,LIPJAN,343.49,243.84
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,PRIZREN,379.28,405.62
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,SUHAREKË,404.2,340.29
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,DEÇAN,452.24,396.64
Ndertimtaria,Ortakëria e përgj.,VITI,187.5,250.0
"Artet, Argetimi dhe rekreacioni",SH.P.K.,FUSHË KOSOVË,257.0,155.0
"Aktivitetet profesionale, shkencore dhe teknike",Individual,VITI,236.41,314.74
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,LIPJAN,302.67,235.09
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,OBILIQ,536.99,422.88
Industria perpunuese,SH.P.K.,OBILIQ,560.62,347.58
Sherbimet administrative dhe mbeshtetese,SH.P.K.,LIPJAN,298.25,293.84
Aktivitetet e shendetit te njeriut dhe te punes sociale,SH.P.K.,ISTOG,498.89,251.21
Transporti dhe magazinimi,Individual,PEJË,225.3,195.06
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,PEJË,170.0,200.0
Industria perpunuese,Kompani e huaj,FERIZAJ,621.45,512.12
Industria perpunuese,SH.P.K.,FERIZAJ,286.25,257.03
Aktivitetet e shendetit te njeriut dhe te punes sociale,Individual,KLINË,211.11,227.86
Industria perpunuese,Shoqëri akcionare,MITROVICË,606.88,530.98
Aktivitetet e tjera sherbyese,Individual,PRISHTINË,239.27,226.74
Aktivitetet e tjera sherbyese,OJQ,MITROVICË,815.02,576.48
Arsimi,Ortakëria e përgj.,PRISHTINË,230.3,249.63
Bujqesia;Pylltaria dhe Peshkimi,SH.P.K.,GRAÇANICË,504.58,275.49
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Individual,FUSHË KOSOVË,170.0,300.0
Industria perpunuese,Ndërmarrje shoq.,PRISHTINË,276.09,314.29
Industria nxjerrese,Individual,OBILIQ,450.0,500.0
Transporti dhe magazinimi,SH.P.K.,HANI I ELEZIT,497.23,421.91
Person Fizik,Person fizik,PODUJEVË,468.44,406.66
Mungon aktiviteti,OJQ,MITROVICË VERIORE,469.25,373.57
Ndertimtaria,Individual,MITROVICË,318.45,314.82
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,SH.P.K.,ZUBIN POTOK,218.89,257.14
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,MITROVICË,516.09,509.12
Sherbimet administrative dhe mbeshtetese,SH.P.K.,PEJË,332.59,262.1
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,SH.P.K.,GRAÇANICË,420.43,415.54
Informimi dhe komunikimi,Individual,FERIZAJ,246.87,202.5
Mungon aktiviteti,OJQ,MALISHEVË,349.23,360.48
Mungon aktiviteti,OJQ,LEPOSAVIQ,517.84,145.5
Akomodimi dhe sherbimi ushqimor,Individual,GLLOGOC,225.13,209.98
Sherbimet administrative dhe mbeshtetese,Individual,FERIZAJ,209.19,224.76
Industria nxjerrese,Shoqëri akcionare,FERIZAJ,497.39,318.13
Informimi dhe komunikimi,Individual,DRAGASH,218.18,325.0
Sherbimet administrative dhe mbeshtetese,Individual,VUSHTRRI,195.58,192.57
Informimi dhe komunikimi,SH.P.K.,PEJË,574.19,523.84
Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave,Individual,SHTËRPCË,170.0,173.75
Furnizimi me uje; Kanalizimi; Aktivitetet e menaxhimit dhe te trajtimit te mbeturinave,Shoqëri akcionare,FERIZAJ,434.31,380.88
Industria perpunuese,Individual,DEÇAN,243.16,204.38
Person Fizik,Person fizik,PEJË,597.32,227.74
Sherbimet administrative dhe mbeshtetese,SH.P.K.,GJAKOVË,498.17,344.14
Informimi dhe komunikimi,SH.P.K.,GJAKOVË,630.94,498.98
Bujqesia;Pylltaria dhe Peshkimi,Individual,GRAÇANICË,333.08,230.77
Aktivitetet e tjera sherbyese,Individual,LIPJAN,165.26,173.0
Ndertimtaria,Ndërmarrje shoq.,PODUJEVË,337.56,414.62
Person Fizik,Person fizik,GJILAN,221.03,208.14
Transporti dhe magazinimi,Individual,GLLOGOC,223.16,213.78
Mungon aktiviteti,Organizata Buxhetore,GJILAN,287.75,327.02
Sherbimet administrative dhe mbeshtetese,SH.P.K.,LIPJAN,221.54,177.78
Transporti dhe magazinimi,Shoqëri akcionare,FERIZAJ,276.7,260.63
Transporti dhe magazinimi,SH.P.K.,PODUJEVË,311.49,323.69
"Artet, Argetimi dhe rekreacioni",Individual,GLLOGOC,215.8,271.98
"Aktivitetet profesionale, shkencore dhe teknike",SH.P.K.,FERIZAJ,337.65,345.61
Informimi dhe komunikimi,Individual,KAMENICË,140.0,200.0
Arsimi,Individual,PRISHTINË,357.13,350.67
Transporti dhe magazinimi,Individual,KAMENICË,204.42,186.67
Administrimi publik dhe mbrojtja; Sigurimi social i detyrueshem,Individual,FERIZAJ,414.08,527.43
